Date,Regression (Sum of Yarra Glen-Warrandyte Interstation & Plenty 2 Mernda)
21/09/1896,192.7243
22/09/1896,178.5368
23/09/1896,171.9894
24/09/1896,326.7183
25/09/1896,569.9933
26/09/1896,461.3493
27/09/1896,319.7764
28/09/1896,278.8414
29/09/1896,248.4211
30/09/1896,224.01
1/10/1896,203.3363
2/10/1896,185.1344
3/10/1896,172.4717
4/10/1896,162.4706
5/10/1896,153.5477
6/10/1896,145.5436
7/10/1896,138.3099
8/10/1896,131.745
9/10/1896,125.7239
10/10/1896,120.3116
11/10/1896,116.5395
12/10/1896,115.3017
13/10/1896,106.8003
14/10/1896,104.1455
15/10/1896,103.9894
16/10/1896,95.56612
17/10/1896,92.45659
18/10/1896,89.01128
19/10/1896,86.16806
20/10/1896,83.67354
21/10/1896,81.30713
22/10/1896,78.45141
23/10/1896,75.84912
24/10/1896,73.58067
25/10/1896,71.40755
26/10/1896,69.32691
27/10/1896,67.20002
28/10/1896,64.91592
29/10/1896,62.78022
30/10/1896,60.73271
31/10/1896,61.58196
1/11/1896,64.42109
2/11/1896,66.85469
3/11/1896,58.51475
4/11/1896,54.70675
5/11/1896,52.93545
6/11/1896,51.29505
7/11/1896,49.74427
8/11/1896,67.76214
9/11/1896,74.55774
10/11/1896,58.04935
11/11/1896,54.25441
12/11/1896,52.54912
13/11/1896,50.91944
14/11/1896,49.36064
15/11/1896,47.86729
16/11/1896,49.5835
17/11/1896,78.72293
18/11/1896,84.2296
19/11/1896,70.49175
20/11/1896,57.44545
21/11/1896,54.96128
22/11/1896,53.12483
23/11/1896,51.3771
24/11/1896,49.7106
25/11/1896,48.12175
26/11/1896,46.61657
27/11/1896,59.13502
28/11/1896,67.70239
29/11/1896,64.50033
30/11/1896,48.92784
1/12/1896,47.42874
2/12/1896,47.57662
3/12/1896,49.642
4/12/1896,61.36274
5/12/1896,43.69831
6/12/1896,44.09747
7/12/1896,44.32717
8/12/1896,44.43471
9/12/1896,41.92506
10/12/1896,39.57602
11/12/1896,38.45658
12/12/1896,37.3836
13/12/1896,36.35494
14/12/1896,35.36837
15/12/1896,34.42244
16/12/1896,33.51482
17/12/1896,32.64377
18/12/1896,31.80737
19/12/1896,31.00384
20/12/1896,30.23147
21/12/1896,29.4887
22/12/1896,28.75842
23/12/1896,27.65995
24/12/1896,26.60233
25/12/1896,25.5834
26/12/1896,24.6016
27/12/1896,23.65631
28/12/1896,27.1256
29/12/1896,41.2076
30/12/1896,52.92778
31/12/1896,32.05622
1/01/1897,26.2512
2/01/1897,25.25292
3/01/1897,24.29044
4/01/1897,23.3638
5/01/1897,25.14976
6/01/1897,29.08866
7/01/1897,25.40407
8/01/1897,23.93141
9/01/1897,87.2597
10/01/1897,162.9155
11/01/1897,686.4663
12/01/1897,780.023
13/01/1897,1671.767
14/01/1897,723.8508
15/01/1897,251.5755
16/01/1897,192.5796
17/01/1897,265.5637
18/01/1897,305.1787
19/01/1897,240.0366
20/01/1897,213.8041
21/01/1897,204.4883
22/01/1897,198.3112
23/01/1897,171.8293
24/01/1897,157.4944
25/01/1897,146.3206
26/01/1897,136.1378
27/01/1897,128.0206
28/01/1897,120.5888
29/01/1897,114.0431
30/01/1897,108.1342
31/01/1897,102.7509
1/02/1897,97.77646
2/02/1897,93.25382
3/02/1897,92.23531
4/02/1897,106.1766
5/02/1897,125.8152
6/02/1897,142.8623
7/02/1897,165.8594
8/02/1897,151.6592
9/02/1897,167.1817
10/02/1897,108.5694
